key,data_str,decimals,precision,context_ref,element_name,unit,period_type,isTextBlock_flg,abstract_flg,period_start,period_end,instant_date,end_date_pv,instant_date_pv,scenario
jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,8285000000,-6,,Prior1YearDuration,NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,JPY,duration,0,0,2022-04-01,2023-04-01,,2023-03-31,,
jpcrp_cor:NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,9730000000,-6,,CurrentYearDuration,NetCashProvidedByUsedInOperatingActivitiesSummaryOfBusinessResults,JPY,duration,0,0,2023-04-01,2024-04-01,,2024-03-31,,
jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,-7631000000,-6,,Prior4YearDuration,NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,JPY,duration,0,0,2019-04-01,2020-04-01,,2020-03-31,,
jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,-6337000000,-6,,Prior3YearDuration,NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,JPY,duration,0,0,2020-04-01,2021-04-01,,2021-03-31,,
jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,-9841000000,-6,,Prior2YearDuration,NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,JPY,duration,0,0,2021-04-01,2022-04-01,,2022-03-31,,
jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,-8442000000,-6,,Prior1YearDuration,NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,JPY,duration,0,0,2022-04-01,2023-04-01,,2023-03-31,,
jpcrp_cor:NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,-8140000000,-6,,CurrentYearDuration,NetCashProvidedByUsedInInvestingActivitiesSummaryOfBusinessResults,JPY,duration,0,0,2023-04-01,2024-04-01,,2024-03-31,,
jpcrp_cor:NetCashProvidedByUsedInFinancingActivitiesSummaryOfBusinessResults,-161000000,-6,,Prior4YearDuration,NetCashProvidedByUsedInFinancingActivitiesSummaryOfBusinessResults,JPY,duration,0,0,2019-04-01,2020-04-01,,2020-03-31,,
jpcrp_cor:NetCashProvidedByUsedInFinancingActivitiesSummaryOfBusinessResults,-257000000,-6,,Prior3YearDuration,NetCashProvidedByUsedInFinancingActivitiesSummaryOfBusinessResults,JPY,duration,0,0,2020-04-01,2021-04-01,,2021-03-31,,
jpcrp_cor:NetCashProvidedByUsedInFinancingActivitiesSummaryOfBusinessResults,1198000000,-6,,Prior2YearDuration,NetCashProvidedByUsedInFinancingActivitiesSummaryOfBusinessResults,JPY,duration,0,0,2021-04-01,2022-04-01,,2022-03-31,,
jpcrp_cor:NetCashProvidedByUsedInFinancingActivitiesSummaryOfBusinessResults,972000000,-6,,Prior1YearDuration,NetCashProvidedByUsedInFinancingActivitiesSummaryOfBusinessResults,JPY,duration,0,0,2022-04-01,2023-04-01,,2023-03-31,,
jpcrp_cor:NetCashProvidedByUsedInFinancingActivitiesSummaryOfBusinessResults,-1255000000,-6,,CurrentYearDuration,NetCashProvidedByUsedInFinancingActivitiesSummaryOfBusinessResults,JPY,duration,0,0,2023-04-01,2024-04-01,,2024-03-31,,
jpcrp_cor:CashAndCashEquivalentsSummaryOfBusinessResults,4581000000,-6,,Prior4YearInstant,CashAndCashEquivalentsSummaryOfBusinessResults,JPY,instant,0,0,,2020-04-01,2020-04-01,,2020-03-31,
jpcrp_cor:CashAndCashEquivalentsSummaryOfBusinessResults,6505000000,-6,,Prior3YearInstant,CashAndCashEquivalentsSummaryOfBusinessResults,JPY,instant,0,0,,2021-04-01,2021-04-01,,2021-03-31,
jpcrp_cor:CashAndCashEquivalentsSummaryOfBusinessResults,5944000000,-6,,Prior2YearInstant,CashAndCashEquivalentsSummaryOfBusinessResults,JPY,instant,0,0,,2022-04-01,2022-04-01,,2022-03-31,
jpcrp_cor:CashAndCashEquivalentsSummaryOfBusinessResults,6974000000,-6,,Prior1YearInstant,CashAndCashEquivalentsSummaryOfBusinessResults,JPY,instant,0,0,,2023-04-01,2023-04-01,,2023-03-31,
jpcrp_cor:CashAndCashEquivalentsSummaryOfBusinessResults,7442000000,-6,,CurrentYearInstant,CashAndCashEquivalentsSummaryOfBusinessResults,JPY,instant,0,0,,2024-04-01,2024-04-01,,2024-03-31,
jpcrp_cor:NumberOfEmployees,3379,0,,Prior4YearInstant,NumberOfEmployees,pure,instant,0,0,,2020-04-01,2020-04-01,,2020-03-31,
jpcrp_cor:NumberOfEmployees,3362,0,,Prior3YearInstant,NumberOfEmployees,pure,instant,0,0,,2021-04-01,2021-04-01,,2021-03-31,
jpcrp_cor:NumberOfEmployees,3776,0,,Prior2YearInstant,NumberOfEmployees,pure,instant,0,0,,2022-04-01,2022-04-01,,2022-03-31,
jpcrp_cor:NumberOfEmployees,3858,0,,Prior1YearInstant,NumberOfEmployees,pure,instant,0,0,,2023-04-01,2023-04-01,,2023-03-31,
jpcrp_cor:NumberOfEmployees,4040,0,,CurrentYearInstant,NumberOfEmployees,pure,instant,0,0,,2024-04-01,2024-04-01,,2024-03-31,
jpcrp_cor:AverageNumberOfTemporaryWorkers,1369,0,,Prior4YearInstant,AverageNumberOfTemporaryWorkers,pure,instant,0,0,,2020-04-01,2020-04-01,,2020-03-31,
